0.002,0.996,0.0866,0.4271
0.2457,0.0869,0.0866,0.1299
0.3208,0.0702,0.0443,0.5188
0.996,0.9047,0.1712,0.5806
0.0052,0.6423,0.0866,0.6413
0.0423,0.0869,0.1077,0.2042
0.2819,0.0482,0.0654,0.1622
0.1125,0.4617,0.1289,0.0824
0.1822,0.069,0.0443,0.1754
0.1994,0.0071,0.1289,0.5745
0.0131,0.0911,0.1077,0.7423
0.0816,0.3036,0.0654,0.6389
0.0757,0.1208,0.15,0.2987
0.0667,0.0869,0.1712,0.0823
0.1449,0.0127,0.1289,0.2766
0.131,0.0037,0.15,0.4955
0.0157,0.0873,0.15,0.1463
0.0343,0.0869,0.1289,0.5554
0.002,0.2194,0.15,0.322
0.0116,0.5628,0.15,0.7386
0.0055,0.1466,0.1077,0.4641
0.0279,0.0844,0.1923,0.6001
0.008,0.1005,0.0654,0.2532
0.0387,0.1011,0.1077,0.4903
0.0219,0.0753,0.1712,0.2867
0.002,0.0992,0.15,0.6077
0.002,0.0284,0.0866,0.2644
0.0303,0.0108,0.1712,0.747
0.0279,0.0161,0.0443,0.4207
0.0311,0.0462,0.0866,0.7533
0.0286,0.0148,0.0866,0.2902
0.028,0.0105,0.0654,0.8763
0.0048,0.0827,0.2981,0.2217
0.0251,0.0806,0.2558,0.5114
0.0048,0.0474,0.1077,0.5982
0.0131,0.0269,0.1289,0.0825
0.002,0.0979,0.1289,0.31
0.0237,0.0855,0.15,0.654
0.023,0.0076,0.1289,0.9181
0.0196,0.0139,0.0866,0.0974
0.0179,0.0225,0.1077,0.6416
0.0214,0.0021,0.1923,0.9315
0.0157,0.0784,0.2769,0.996
0.0038,0.0699,0.1289,0.6097
0.0027,0.0428,0.0654,0.5965
0.0071,0.0907,0.0866,0.3001
0.0072,0.0536,0.0866,0.0668
0.0246,0.0118,0.0866,0.3297
0.0099,0.0243,0.0866,0.2571
0.0141,0.0936,0.1923,0.7775
0.0063,0.075,0.1077,0.4739
0.004,0.0866,0.2981,0.6717
0.004,0.0254,0.1712,0.768
0.0174,0.0117,0.15,0.0323
0.0097,0.0733,0.3192,0.5677
0.0031,0.0632,0.1077,0.519
0.0047,0.2896,0.2346,0.7769
0.0133,0.0776,0.1712,0.5378
0.0073,0.0118,0.0866,0.3162
0.004,0.0208,0.1923,0.7803
0.0116,0.0073,0.0443,0.5904
0.0068,0.0105,0.0866,0.5966
0.0102,0.0443,0.0866,0.6584
0.0074,0.0042,0.15,0.4923
0.0039,0.0116,0.0866,0.8283
0.002,0.011,0.0866,0.6264
0.0044,0.0037,0.1077,0.4952
0.0099,0.002,0.2346,0.5231
0.0768,0.0023,0.2346,0.4696
0.0044,0.028,0.1289,0.7636
0.0033,0.018,0.0866,0.1951
0.0037,0.0341,0.4461,0.6791
0.0053,0.0045,0.0443,0.6359
0.0047,0.0075,0.15,0.4247
0.0043,0.0114,0.15,0.3809
0.0038,0.011,0.0866,0.4422
0.0041,0.0105,0.0443,0.9787
0.0062,0.0249,0.1289,0.799
0.0021,0.0097,0.1289,0.7436
0.0027,0.0869,0.0231,0.3763
0.0029,0.0098,0.1077,0.3799
0.0029,0.0113,0.0443,0.8102
0.002,0.0553,0.15,0.2538
0.0041,0.0213,0.2135,0.7612
0.0034,0.0103,0.1923,0.7872
0.0023,0.0105,0.0654,0.3372
0.0037,0.0122,0.0443,0.7384
0.0033,0.0034,0.1289,0.5965
0.002,0.0109,0.0866,0.8661
0.0036,0.0087,0.425,0.6377
0.0026,0.0081,0.1077,0.5209
0.0034,0.0044,0.0443,0.5653
0.0028,0.004,0.0654,0.7477
0.0029,0.0033,0.1923,0.3471
0.0039,0.002,0.1077,0.002
0.002,0.2081,0.1289,0.002
0.0032,0.0023,0.0654,0.2294
0.0028,0.0105,0.2135,0.8069
0.002,0.0869,0.0231,0.4417
0.0024,0.0022,0.0231,0.8721
0.0025,0.0054,0.8268,0.002
0.002,0.0075,0.1077,0.3818
0.0027,0.0106,0.1289,0.5857
0.0074,0.002,0.1923,0.002
0.003,0.0023,0.0231,0.0637
0.0024,0.003,0.1712,0.4375
0.0025,0.008,0.6788,0.002
0.0021,0.0028,0.002,0.5222
0.0024,0.002,0.4884,0.002
0.0022,0.002,0.5096,0.2891
0.0022,0.0111,0.2346,0.6571
0.0021,0.0071,0.1712,0.3791
0.002,0.0136,0.2558,0.9065
0.002,0.0078,0.2346,0.8511
0.0021,0.002,0.5307,0.002
0.0022,0.002,0.15,0.3892
0.0026,0.0023,0.8057,0.002
0.0021,0.0048,0.1289,0.002
0.002,0.0032,0.0231,0.4792
0.0022,0.0029,0.6788,0.3793
0.002,0.0084,0.2135,0.5591
0.002,0.0036,0.2135,0.4802
0.0022,0.002,0.996,0.5413
